site_location,bath,balcony,price,bhk,price_per_sqft,new_total_sqft,_site_location
Khadaki,5,3,85,6,5544.683627,1533,Khadaki
Khadki,3,2,79,3,4968.553459,1590,Khadki
Kharadi,2,2,55,2,4910.714286,1120,Kharadi
Kondhwa,2,1,55,2,5144.995323,1069,Kondhwa
Kondhwa Budruk,3,2,140,3,7242.628039,1933,Kondhwa Budruk
Kondhwa Khurd,2,0,69,2,5778.894472,1194,Kondhwa Khurd
Koregaon Park,2,3,69,2,6000,1150,Koregaon Park
Kothrud,2,2,47.12,2,3800,1240,Kothrud
Law College Road,2,2,48.1,2,3389.711064,1419,Law College Road
Laxmi Road,8,2,250,8,20833.33333,1200,Laxmi Road
Lulla Nagar,4,2,240,3,11162.7907,2150,Lulla Nagar
Mahatma Gandhi Road,3,2,55,3,3793.103448,1450,Mahatma Gandhi Road
Mangalwar peth,3,2,68.29,3,4189.570552,1630,Mangalwar peth
Manik Bagh,1,1,40,2,5649.717514,708,Manik Bagh
Market yard,4,3,110,3,11000,1000,Market yard
Model colony,4,3,700,4,5887.300252,11890,Model colony
Mukund Nagar,2,1,76,2,6080,1250,Mukund Nagar
Mundhawa,2,1,95,3,6785.714286,1400,Mundhawa
Nagar Road,2,3,57,3,3413.173653,1670,Nagar Road
Nana Peth,3,2,100,3,5714.285714,1750,Nana Peth
Narayan Peth,2,1,71,2,5056.980057,1404,Narayan Peth
Narayangaon,2,2,95,3,5539.358601,1715,Narayangaon
Navi Peth,1,1,34.65,1,5500,630,Navi Peth
Padmavati,3,2,135,3,7704.951716,1752.12,Padmavati
Parvati Darshan,3,2,78,3,4727.272727,1650,Parvati Darshan
Pashan,2,1,55.47,2,4283.397683,1295,Pashan
Paud Road,3,2,252,3,14000,1800,Paud Road
Pirangut,2,1,74.03,2,5500,1346,Pirangut
Prabhat Road,4,2,200,4,16666.66667,1200,Prabhat Road
Pune Railway Station,2,2,55,2,4782.608696,1150,Pune Railway Station
Rasta Peth,4,3,325,4,9821.698398,3309,Rasta Peth
Raviwar Peth,2,2,30.35,3,2550.420168,1190,Raviwar Peth
Sadashiv Peth,3,2,98,3,6049.382716,1620,Sadashiv Peth
Sahakar Nagar,2,1,46.96,2,4943.157895,950,Sahakar Nagar
Salunke Vihar,9,3,360,11,7200,5000,Salunke Vihar
Sasson Road,3,0,120,3,4897.959184,2450,Sasson Road
Satara Road,2,1,35.23,3,2887.704918,1220,Satara Road
Senapati Bapat Road,2,1,30,2,3529.411765,850,Senapati Bapat Road
Shaniwar Peth,2,2,63,2,6176.470588,1020,Shaniwar Peth
Shivaji Nagar,2,2,50,2,4545.454545,1100,Shivaji Nagar
Shukrawar Peth,2,2,126,2,10956.52174,1150,Shukrawar Peth
Sinhagad Road,2,2,130,3,7386.363636,1760,Sinhagad Road
Somwar Peth,3,3,110,3,6111.111111,1800,Somwar Peth
Swargate,2,1,54,2,5046.728972,1070,Swargate
Tilak Road,4,2,220,4,14666.66667,1500,Tilak Road
Uruli Devachi,2,0,95,2,6597.222222,1440,Uruli Devachi
Vadgaon Budruk,2,1,40,2,4444.444444,900,Vadgaon Budruk
Wadgaon Sheri,4,1,230,4,19166.66667,1200,Wadgaon Sheri
Viman Nagar,2,1,42.16,2,3730.973451,1130,Viman Nagar
Vishrant Wadi,2,1,165,2,12500,1320,Vishrant Wadi
Wagholi,2,1,98,2,7716.535433,1270,Wagholi
Wakadewadi,2,1,62,2,5166.666667,1200,Wakadewadi
Wanowrie,4,2,235,4,4895.833333,4800,Wanowrie
Warje,2,1,74,2,6166.666667,1200,Warje
Yerawada,2,0,50.17,2,5400.430571,929,Yerawada
Alandi Road,4,2,260,4,22608.69565,1150,Alandi Road
Ambegaon Budruk,4,3,180,4,16000,1125,Ambegaon Budruk
Anandnagar,3,2,65,5,13000,500,Anandnagar
Aundh,5,2,190,5,15833.33333,1200,Aundh
Aundh Road,3,2,56,3,3825.136612,1464,Aundh Road
Balaji Nagar,4,3,400,4,11111.11111,3600,Balaji Nagar
Baner,4,2,99,4,4950,2000,Baner
Baner road,2,1,49,2,4056.291391,1208,Baner road
Bhandarkar Road,2,2,60,2,5309.734513,1130,Bhandarkar Road
Bhavani Peth,3,2,120,3,6845.407872,1753,Bhavani Peth
Bibvewadi,7,3,337,5,7488.888889,4500,Bibvewadi
Bopodi,3,2,58,3,9666.666667,600,Bopodi
Budhwar Peth,2,2,94.42,2,7894.648829,1196,Budhwar Peth
Bund Garden Road,3,3,52.5,2,4565.217391,1150,Bund Garden Road
Camp,2,1,63,2,5585.106383,1128,Camp
Chandan Nagar,2,1,53,2,5300,1000,Chandan Nagar
Dapodi,2,1,45,2,4347.826087,1035,Dapodi
Deccan Gymkhana,2,1,32,2,3368.421053,950,Deccan Gymkhana
Dehu Road,2,1,36,3,3348.837209,1075,Dehu Road
Dhankawadi,2,1,48.5,2,4663.461538,1040,Dhankawadi
Dhayari Phata,2,1,45,2,6250,720,Dhayari Phata
Dhole Patil Road,3,1,95,3,6287.227002,1511,Dhole Patil Road
Erandwane,3,1,58,3,4461.538462,1300,Erandwane
Fatima Nagar,3,1,68.75,3,4449.838188,1545,Fatima Nagar
Fergusson College Road,2,0,26,1,6933.333333,375,Fergusson College Road
Ganesh Peth,2,3,38,2,3578.154426,1062,Ganesh Peth
Ganeshkhind,2,1,40,2,3587.443946,1115,Ganeshkhind
Ghorpade Peth,2,1,35,2,3500,1000,Ghorpade Peth
Ghorpadi,2,1,45,2,5096.262741,883,Ghorpadi
Gokhale Nagar,2,1,70,2,5857.740586,1195,Gokhale Nagar
Gultekdi,3,1,165,4,13750,1200,Gultekdi
Guruwar peth,1,0,41,1,5857.142857,700,Guruwar peth
Hadapsar,2,1,67,2,5377.207063,1246,Hadapsar
Hadapsar Industrial Estate,4,2,90,4,13636.36364,660,Hadapsar Industrial Estate
Hingne Khurd,4,2,145,4,1705.882353,8500,Hingne Khurd
Jangali Maharaj Road,4,1,80,4,5000,1600,Jangali Maharaj Road
Kalyani Nagar,5,3,154,4,5490.196078,2805,Kalyani Nagar
Karve Nagar,3,2,65,3,4103.535354,1584,Karve Nagar
Karve Road,5,1,275,4,9166.666667,3000,Karve Road
Kasba Peth,2,2,48,3,4085.106383,1175,Kasba Peth
Katraj,3,2,115,3,7210.031348,1595,Katraj
Khadaki,2,2,110,2,8130.081301,1353,Khadaki
Khadki,3,2,125,3,7817.385866,1599,Khadki
Kharadi,2,1,70,2,6086.956522,1150,Kharadi
Kondhwa,6,1,465,4,8891.013384,5230,Kondhwa
Kondhwa Budruk,2,2,42.74,2,3700.4329,1155,Kondhwa Budruk
Kondhwa Khurd,2,0,85,1,7083.333333,1200,Kondhwa Khurd
Koregaon Park,2,1,25,2,2500,1000,Koregaon Park
Kothrud,4,2,120,4,4000,3000,Kothrud
Law College Road,3,1,160,3,8569.898232,1867,Law College Road
Laxmi Road,2,1,47,2,3756.994404,1251,Laxmi Road
Lulla Nagar,2,1,45.5,2,4426.070039,1028,Lulla Nagar
Mahatma Gandhi Road,2,2,45,2,3682.487725,1222,Mahatma Gandhi Road
Mangalwar peth,2,1,66,3,5641.025641,1170,Mangalwar peth
Manik Bagh,4,1,245,3,10208.33333,2400,Manik Bagh
Market yard,2,2,48.48,3,3500.361011,1385,Market yard
Model colony,2,1,68,2,4956.268222,1372,Model colony
Mukund Nagar,2,2,49,3,3822.152886,1282,Mukund Nagar
Mundhawa,9,3,210,9,4200,5000,Mundhawa
Nagar Road,3,1,528,5,17600,3000,Nagar Road
Nana Peth,2,1,39.73,2,3500.440529,1135,Nana Peth
Narayan Peth,3,2,101,3,5712.669683,1768,Narayan Peth
Narayangaon,2,1,90,3,6792.45283,1325,Narayangaon
Navi Peth,3,2,99,3,6191.369606,1599,Navi Peth
Padmavati,3,1,61.95,3,4130,1500,Padmavati
Parvati Darshan,3,0,499,3,19118.77395,2610,Parvati Darshan
Pashan,2,2,63,2,4898.911353,1286,Pashan
Paud Road,5,1,140,5,4920.913884,2845,Paud Road
Pirangut,2,2,50,3,3125,1600,Pirangut
Prabhat Road,2,0,63.77,2,4840.227704,1317.5,Prabhat Road
Pune Railway Station,5,2,260,3,7536.231884,3450,Pune Railway Station
Rasta Peth,2,2,53.67,2,4870.235935,1102,Rasta Peth
Raviwar Peth,2,2,54,2,4000,1350,Raviwar Peth
Sadashiv Peth,2,2,42,3,3500,1200,Sadashiv Peth
Sahakar Nagar,6,0,145,6,11153.84615,1300,Sahakar Nagar
Salunke Vihar,1,1,80,2,4444.444444,1800,Salunke Vihar
Sasson Road,2,1,40,2,4210.526316,950,Sasson Road
Satara Road,1,1,27.25,1,5190.47619,525,Satara Road
Senapati Bapat Road,2,1,25,2,3810.97561,656,Senapati Bapat Road
Shaniwar Peth,4,3,175,4,9831.460674,1780,Shaniwar Peth
Shivaji Nagar,2,1,80,2,7575.757576,1056,Shivaji Nagar
Shukrawar Peth,1,1,33.32,1,5600,595,Shukrawar Peth
Sinhagad Road,2,2,50,2,4629.62963,1080,Sinhagad Road
Somwar Peth,3,1,160,3,7191.011236,2225,Somwar Peth
Swargate,2,1,28.15,2,2500,1126,Swargate
Tilak Road,3,1,84,3,5637.583893,1490,Tilak Road
Uruli Devachi,4,1,300,4,15000,2000,Uruli Devachi
Vadgaon Budruk,3,3,100,3,6451.612903,1550,Vadgaon Budruk
Wadgaon Sheri,3,2,86,3,5375,1600,Wadgaon Sheri
Viman Nagar,2,1,55,2,4741.37931,1160,Viman Nagar
Vishrant Wadi,4,3,315,4,7601.351351,4144,Vishrant Wadi
Wagholi,3,2,125,3,5952.380952,2100,Wagholi
Wakadewadi,2,1,69.3,2,4935.897436,1404,Wakadewadi
Wanowrie,4,3,225,4,10089.6861,2230,Wanowrie
Warje,3,2,120,3,7772.020725,1544,Warje
Yerawada,2,1,58.7,3,4498.084291,1305,Yerawada
Alandi Road,2,2,80,2,6504.065041,1230,Alandi Road
Ambegaon Budruk,2,0,65,2,5416.666667,1200,Ambegaon Budruk
Anandnagar,3,1,73,3,5000,1460,Anandnagar
Aundh Road,2,3,45,2,4653.567735,967,Aundh Road
Balaji Nagar,1,1,36,1,6666.666667,540,Balaji Nagar
Baner,1,2,46,1,6433.566434,715,Baner
Baner road,3,2,313,3,12520,2500,Baner road
Bhandarkar Road,3,1,180,3,11406.84411,1578,Bhandarkar Road
Bhavani Peth,2,1,48.95,2,4799.019608,1020,Bhavani Peth
Bibvewadi,2,1,40,2,3921.568627,1020,Bibvewadi
Bopodi,2,1,102,2,8140.462889,1253,Bopodi
Budhwar Peth,2,2,42,2,3559.322034,1180,Budhwar Peth
Bund Garden Road,2,2,38,2,3954.21436,961,Bund Garden Road
Camp,3,3,75,3,5285.412262,1419,Camp
Chandan Nagar,3,2,150,3,8777.06261,1709,Chandan Nagar
Dapodi,2,0,115,2,7187.5,1600,Dapodi
Deccan Gymkhana,1,1,18.5,1,4447.115385,416,Deccan Gymkhana
Dehu Road,2,2,98,2,8909.090909,1100,Dehu Road
Dhankawadi,2,1,65,3,4545.454545,1430,Dhankawadi
Dhayari Phata,2,2,45,2,3571.428571,1260,Dhayari Phata
Dhole Patil Road,3,2,85,3,5214.723926,1630,Dhole Patil Road
Erandwane,3,2,44.71,3,3579.663731,1249,Erandwane
Fatima Nagar,2,3,85,3,5862.068966,1450,Fatima Nagar
Fergusson College Road,3,1,223,3,7989.967753,2791,Fergusson College Road
Ganesh Peth,1,0,90,1,15000,600,Ganesh Peth
Ganeshkhind,1,1,60,1,7194.244604,834,Ganeshkhind
Ghorpade Peth,4,1,70,3,6222.222222,1125,Ghorpade Peth
Ghorpadi,3,2,140,3,6796.116505,2060,Ghorpadi
Gokhale Nagar,7,3,2200,7,18333.33333,12000,Gokhale Nagar
Gultekdi,2,1,25,2,2805.836139,891,Gultekdi
Guruwar peth,2,1,49.07,2,4330.9797,1133,Guruwar peth
Hadapsar,2,1,37,3,3441.860465,1075,Hadapsar
Hadapsar Industrial Estate,5,2,260,4,8666.666667,3000,Hadapsar Industrial Estate
Hingne Khurd,5,2,425,4,17418.03279,2440,Hingne Khurd
Jangali Maharaj Road,2,2,55,2,4583.333333,1200,Jangali Maharaj Road
Kalyani Nagar,2,2,45.8,2,4260.465116,1075,Kalyani Nagar
Karve Nagar,2,2,40,2,3508.77193,1140,Karve Nagar
Karve Road,4,2,150,5,15957.44681,940,Karve Road
Kasba Peth,5,1,250,6,11574.07407,2160,Kasba Peth
Katraj,2,1,42,2,3853.211009,1090,Katraj
Khadaki,4,1,70,4,4666.666667,1500,Khadaki
Khadki,4,2,360,4,8771.929825,4104,Khadki
Kharadi,3,2,100,3,5586.592179,1790,Kharadi
Kondhwa,3,2,134,3,6979.166667,1920,Kondhwa
Kondhwa Budruk,2,2,95,2,6914.11936,1374,Kondhwa Budruk
Kondhwa Khurd,3,2,95,3,6574.394464,1445,Kondhwa Khurd
Koregaon Park,1,1,36,1,5063.291139,711,Koregaon Park
Kothrud,3,3,95,3,6333.333333,1500,Kothrud
Law College Road,3,3,100,3,5813.953488,1720,Law College Road
Laxmi Road,3,2,60,3,4285.714286,1400,Laxmi Road
Lulla Nagar,2,2,49,2,4757.281553,1030,Lulla Nagar
Mahatma Gandhi Road,2,1,85,2,7083.333333,1200,Mahatma Gandhi Road
Mangalwar peth,3,2,70,3,5090.909091,1375,Mangalwar peth
Manik Bagh,1,2,56,2,5333.333333,1050,Manik Bagh
Market yard,3,2,160,3,7111.111111,2250,Market yard
Model colony,2,2,50,2,5000,1000,Model colony
Mukund Nagar,1,0,25,1,5330.490405,469,Mukund Nagar
Mundhawa,4,3,250,4,6578.947368,3800,Mundhawa
Nagar Road,2,1,29,2,3284.258211,883,Nagar Road
Nana Peth,2,3,86,3,4725.274725,1820,Nana Peth
Narayan Peth,2,3,65,3,4513.888889,1440,Narayan Peth
Narayangaon,4,1,160,6,4444.444444,3600,Narayangaon
Navi Peth,5,2,325,4,13000,2500,Navi Peth
Padmavati,2,2,48,2,3918.367347,1225,Padmavati
Parvati Darshan,3,1,660,3,16500,4000,Parvati Darshan
Pashan,2,3,52.8,2,6034.285714,875,Pashan
Paud Road,1,2,40,1,5333.333333,750,Paud Road
Pirangut,2,3,80,2,6779.661017,1180,Pirangut
Prabhat Road,2,2,47,2,3936.348409,1194,Prabhat Road
Pune Railway Station,2,2,62,3,4133.333333,1500,Pune Railway Station
Rasta Peth,2,2,52.2,2,4500,1160,Rasta Peth
Sadashiv Peth,3,1,262,3,11017.6619,2378,Sadashiv Peth
Sahakar Nagar,2,1,60,2,5319.148936,1128,Sahakar Nagar
Salunke Vihar,3,1,150,3,10000,1500,Salunke Vihar
Sasson Road,2,1,35.23,3,2887.704918,1220,Sasson Road
Satara Road,2,2,58,2,4793.38843,1210,Satara Road
Senapati Bapat Road,2,1,58,3,5272.727273,1100,Senapati Bapat Road
Shaniwar Peth,3,2,46,3,3833.333333,1200,Shaniwar Peth
Shivaji Nagar,5,2,260,4,7680.945347,3385,Shivaji Nagar
Shukrawar Peth,3,2,66,3,4021.937843,1641,Shukrawar Peth
Sinhagad Road,2,1,45,2,3750,1200,Sinhagad Road
Somwar Peth,2,1,67.39,2,5348.412698,1260,Somwar Peth
Swargate,3,3,78,3,4534.883721,1720,Swargate
Tilak Road,2,0,48.13,2,4249.889625,1132.5,Tilak Road
Uruli Devachi,2,1,45.98,2,3800,1210,Uruli Devachi
Vadgaon Budruk,4,2,200,4,9090.909091,2200,Vadgaon Budruk
Wadgaon Sheri,2,1,45,3,4186.046512,1075,Wadgaon Sheri
Viman Nagar,3,2,130,3,7638.072855,1702,Viman Nagar
Vishrant Wadi,2,2,200,2,12269.93865,1630,Vishrant Wadi
Wagholi,2,2,38.55,2,3378.61525,1141,Wagholi
Wakadewadi,3,2,108,3,5212.355212,2072,Wakadewadi
Wanowrie,2,2,375,5,6793.478261,5520,Wanowrie
Warje,2,0,70,3,5833.333333,1200,Warje
Yerawada,3,0,77,3,5703.703704,1350,Yerawada
Alandi Road,4,0,445,4,10998.51705,4046,Alandi Road
Ambegaon Budruk,2,2,78.34,3,6638.983051,1180,Ambegaon Budruk
Anandnagar,3,3,130,3,371.4285714,35000,Anandnagar
Aundh,2,2,115,2,8487.084871,1355,Aundh
Aundh Road,1,0,50,1,8333.333333,600,Aundh Road
Balaji Nagar,7,2,150,7,12500,1200,Balaji Nagar
Baner,2,1,120,3,7317.073171,1640,Baner
Baner road,5,0,100,5,8333.333333,1200,Baner road
Bhandarkar Road,2,2,57,3,4789.915966,1190,Bhandarkar Road
Bhavani Peth,4,2,375,4,15625,2400,Bhavani Peth
Bibvewadi,2,2,49.85,2,4892.05103,1019,Bibvewadi
Bopodi,3,2,165,3,8800,1875,Bopodi
Budhwar Peth,3,2,40,3,3200,1250,Budhwar Peth
Bund Garden Road,3,2,140,3,11666.66667,1200,Bund Garden Road
Camp,2,1,56,2,4912.280702,1140,Camp
Chandan Nagar,3,1,109,3,6476.530006,1683,Chandan Nagar
Dapodi,3,2,83.3,3,5498.349835,1515,Dapodi
Deccan Gymkhana,4,2,111,4,5240.793201,2118,Deccan Gymkhana
Dehu Road,3,0,58,4,4202.898551,1380,Dehu Road
Dhankawadi,2,2,61.75,2,5701.754386,1083,Dhankawadi
Dhayari Phata,2,1,55,2,9166.666667,600,Dhayari Phata
Dhole Patil Road,3,3,120,3,5217.391304,2300,Dhole Patil Road
Erandwane,2,2,60,2,4838.709677,1240,Erandwane
Fatima Nagar,3,1,120,3,6857.142857,1750,Fatima Nagar
Fergusson College Road,2,2,43.48,2,3534.95935,1230,Fergusson College Road
Ganesh Peth,3,1,139,3,9266.666667,1500,Ganesh Peth
Ganeshkhind,2,1,40.39,2,4100.507614,985,Ganeshkhind
Ghorpade Peth,2,1,87,3,5800,1500,Ghorpade Peth
Ghorpadi,2,1,32.49,2,2888,1125,Ghorpadi
Gokhale Nagar,2,1,44,2,4631.578947,950,Gokhale Nagar
Gultekdi,2,2,548.5,5,9794.642857,5600,Gultekdi
Guruwar peth,3,3,76,3,4810.126582,1580,Guruwar peth
Hadapsar,2,1,98.5,3,9020.14652,1092,Hadapsar
Hadapsar Industrial Estate,2,1,28.34,2,2600,1090,Hadapsar Industrial Estate
Hingne Khurd,3,1,159,3,7022.968198,2264,Hingne Khurd
Jangali Maharaj Road,2,2,25.53,3,2471.442401,1033,Jangali Maharaj Road
Kalyani Nagar,2,2,24.5,2,3024.691358,810,Kalyani Nagar
Karve Nagar,2,0,45,2,4306.220096,1045,Karve Nagar
Karve Road,2,1,82,2,6133.133882,1337,Karve Road
Kasba Peth,2,2,32,2,2666.666667,1200,Kasba Peth
Katraj,3,2,160,3,10126.58228,1580,Katraj
Khadaki,2,3,54,3,3600,1500,Khadaki
Khadki,4,2,91,3,5548.780488,1640,Khadki
Kharadi,3,2,62,3,3949.044586,1570,Kharadi
Kondhwa,2,2,82,3,5578.231293,1470,Kondhwa
Kondhwa Budruk,2,2,40.61,2,3500.862069,1160,Kondhwa Budruk
Kondhwa Khurd,2,1,71,2,6761.904762,1050,Kondhwa Khurd
Koregaon Park,3,1,225,3,12129.38005,1855,Koregaon Park
Kothrud,2,1,90,3,6164.383562,1460,Kothrud
Law College Road,3,2,100,3,5485.463522,1823,Law College Road
Laxmi Road,2,2,42,2,3839.122486,1094,Laxmi Road
Lulla Nagar,2,2,57,2,4943.625325,1153,Lulla Nagar
Mahatma Gandhi Road,3,1,57,3,4301.886792,1325,Mahatma Gandhi Road
Mangalwar peth,3,2,85,4,7083.333333,1200,Mangalwar peth
Manik Bagh,2,2,125,3,7861.63522,1590,Manik Bagh
Market yard,4,2,160,5,13223.1405,1210,Market yard
Model colony,4,0,220,4,18333.33333,1200,Model colony
Mukund Nagar,2,1,48,2,3993.344426,1202,Mukund Nagar
Mundhawa,2,1,53,2,4409.317804,1202,Mundhawa
Nagar Road,2,3,62.5,2,5208.333333,1200,Nagar Road
Nana Peth,3,1,118,3,6990.521327,1688,Nana Peth
Narayan Peth,2,1,52,2,5098.039216,1020,Narayan Peth
Narayangaon,2,2,47,2,3966.244726,1185,Narayangaon
Navi Peth,2,1,52.04,2,4213.765182,1235,Navi Peth
Padmavati,5,1,500,4,15600.62402,3205,Padmavati
Parvati Darshan,2,2,37.64,2,3494.893222,1077,Parvati Darshan
Pashan,2,3,66,3,4664.310954,1415,Pashan
Paud Road,3,2,162,3,6952.7897,2330,Paud Road
Pirangut,2,2,35,2,4347.826087,805,Pirangut
Prabhat Road,1,0,20.03,1,4712.941176,425,Prabhat Road
Pune Railway Station,2,3,59.95,2,5190.47619,1155,Pune Railway Station
Rasta Peth,4,3,1250,4,23719.16509,5270,Rasta Peth
Raviwar Peth,2,1,22,2,3353.658537,656,Raviwar Peth
Sadashiv Peth,2,0,48,2,4363.636364,1100,Sadashiv Peth
Sahakar Nagar,2,3,52,2,4521.73913,1150,Sahakar Nagar
Salunke Vihar,1,1,60,1,10000,600,Salunke Vihar
Sasson Road,2,1,140,2,9536.784741,1468,Sasson Road
Satara Road,5,2,550,4,12790.69767,4300,Satara Road
Senapati Bapat Road,4,2,126,3,5526.315789,2280,Senapati Bapat Road
Shaniwar Peth,2,1,97,2,7233.407905,1341,Shaniwar Peth
Shivaji Nagar,2,1,77,2,6020.328382,1279,Shivaji Nagar
Shukrawar Peth,4,0,98.88,4,4444.044944,2225,Shukrawar Peth
Sinhagad Road,2,2,43.51,2,3671.729958,1185,Sinhagad Road
Somwar Peth,3,2,85,3,4857.142857,1750,Somwar Peth
Swargate,2,1,53.5,2,4644.097222,1152,Swargate
Tilak Road,4,1,160,5,16000,1000,Tilak Road
Uruli Devachi,2,3,36,2,2769.230769,1300,Uruli Devachi
Vadgaon Budruk,4,2,155,4,5615.942029,2760,Vadgaon Budruk
Wadgaon Sheri,2,2,39,2,3644.859813,1070,Wadgaon Sheri
Viman Nagar,2,0,45,2,4087.19346,1101,Viman Nagar
Vishrant Wadi,2,1,55,2,7096.774194,775,Vishrant Wadi
Wagholi,1,1,36.85,1,5524.737631,667,Wagholi
Wakadewadi,2,1,55,2,5140.186916,1070,Wakadewadi
Wanowrie,2,2,110,3,5866.666667,1875,Wanowrie
Warje,2,1,57.99,2,7889.795918,735,Warje
Yerawada,4,1,90,5,2064.220183,4360,Yerawada
Alandi Road,3,2,130,3,7428.571429,1750,Alandi Road
Ambegaon Budruk,2,1,67,2,5514.403292,1215,Ambegaon Budruk
Anandnagar,9,3,190,9,31666.66667,600,Anandnagar
Aundh,2,1,30,2,3658.536585,820,Aundh
Aundh Road,2,0,59.935,2,5090.021231,1177.5,Aundh Road
Balaji Nagar,3,2,89.61,3,5037.099494,1779,Balaji Nagar
Baner,2,2,58,2,5248.868778,1105,Baner
Bhandarkar Road,3,2,60,3,3636.363636,1650,Bhandarkar Road
Bhavani Peth,2,2,150,2,8854.781582,1694,Bhavani Peth
Bibvewadi,3,1,203,3,8543.771044,2376,Bibvewadi
Bopodi,3,3,150,3,7594.936709,1975,Bopodi
Budhwar Peth,2,1,33,2,4896.142433,674,Budhwar Peth
Bund Garden Road,2,1,41,2,3459.915612,1185,Bund Garden Road
Camp,1,0,28,1,6292.134831,445,Camp
Chandan Nagar,7,2,76,6,8444.444444,900,Chandan Nagar
Dapodi,3,2,75,3,5084.745763,1475,Dapodi
Deccan Gymkhana,3,3,82.5,3,5098.887515,1618,Deccan Gymkhana
Dehu Road,2,0,65,2,5803.571429,1120,Dehu Road
Dhankawadi,3,2,152,4,6969.280147,2181,Dhankawadi
Dhayari Phata,4,0,90,4,7500,1200,Dhayari Phata
Dhole Patil Road,4,3,65,6,10833.33333,600,Dhole Patil Road
Erandwane,2,1,59.13,3,3800.128535,1556,Erandwane
Fatima Nagar,2,1,66.02,2,5599.660729,1179,Fatima Nagar
Fergusson College Road,2,2,83,2,6404.320988,1296,Fergusson College Road
Ganesh Peth,2,2,52,2,4078.431373,1275,Ganesh Peth
Ganeshkhind,2,2,300,7,16000,1875,Ganeshkhind
Ghorpade Peth,2,2,77,3,5500,1400,Ghorpade Peth
Ghorpadi,2,1,63,2,5155.482815,1222,Ghorpadi
Gokhale Nagar,2,1,41,2,4361.702128,940,Gokhale Nagar
Gultekdi,2,2,42.6,2,3594.936709,1185,Gultekdi
Guruwar peth,3,2,112,3,6295.671726,1779,Guruwar peth
Hadapsar,3,2,59.76,3,3700.309598,1615,Hadapsar
Hadapsar Industrial Estate,2,2,453,4,9795.653584,4624.5,Hadapsar Industrial Estate
Hingne Khurd,2,1,61,2,5776.515152,1056,Hingne Khurd
Jangali Maharaj Road,2,0,46,2,4181.818182,1100,Jangali Maharaj Road
Kalyani Nagar,2,1,40,2,4347.826087,920,Kalyani Nagar
Karve Nagar,2,0,75,3,4681.64794,1602,Karve Nagar
Karve Road,2,0,62,2,5272.108844,1176,Karve Road
Kasba Peth,3,1,59,4,8740.740741,675,Kasba Peth
Katraj,3,0,135,3,9985.207101,1352,Katraj
Khadaki,3,3,99,3,5765.870705,1717,Khadaki
Khadki,4,1,80,4,729.8604142,10961,Khadki
Kharadi,4,3,111,4,5238.319962,2119,Kharadi
Kondhwa,2,1,67.3,2,5401.284109,1246,Kondhwa
Kondhwa Budruk,2,1,42.79,2,3750.219106,1141,Kondhwa Budruk
Kondhwa Khurd,2,1,84,2,7260.155575,1157,Kondhwa Khurd
Koregaon Park,2,2,27.68,2,2700.487805,1025,Koregaon Park
Kothrud,1,2,33,1,5076.923077,650,Kothrud
Law College Road,2,1,98,2,7264.640474,1349,Law College Road
Laxmi Road,3,1,83.3,3,5319.284802,1566,Laxmi Road
Lulla Nagar,3,3,195,4,6890.459364,2830,Lulla Nagar
Mahatma Gandhi Road,2,1,38.13,3,2888.636364,1320,Mahatma Gandhi Road
Mangalwar peth,3,1,84.83,3,4765.730337,1780,Mangalwar peth
Manik Bagh,2,1,34.9,2,3198.900092,1091,Manik Bagh
Market yard,4,3,300,4,8174.386921,3670,Market yard
Model colony,2,1,50.49,2,5500,918,Model colony
Mukund Nagar,4,0,130,4,6666.666667,1950,Mukund Nagar
Mundhawa,3,1,90,3,5309.734513,1695,Mundhawa
Nagar Road,3,2,95,3,5571.847507,1705,Nagar Road
Nana Peth,3,2,75,3,5454.545455,1375,Nana Peth
Narayan Peth,1,1,30,1,5714.285714,525,Narayan Peth
Narayangaon,2,1,83,2,5736.005529,1447,Narayangaon
Navi Peth,2,1,39,2,3500.897666,1114,Navi Peth
Padmavati,2,1,100,3,6896.551724,1450,Padmavati
Parvati Darshan,1,0,15,2,3260.869565,460,Parvati Darshan
Pashan,2,2,40,2,3913.894325,1022,Pashan
Paud Road,2,2,45,2,4500,1000,Paud Road
Pirangut,2,1,68.75,2,6094.858156,1128,Pirangut
Prabhat Road,2,2,57,2,4830.508475,1180,Prabhat Road
Pune Railway Station,6,1,69,6,6900,1000,Pune Railway Station
Rasta Peth,2,1,150,2,12500,1200,Rasta Peth
Raviwar Peth,3,2,660,3,17548.52433,3761,Raviwar Peth
Sadashiv Peth,2,3,75,2,5601.194922,1339,Sadashiv Peth
Sahakar Nagar,2,3,55,3,3928.571429,1400,Sahakar Nagar
Salunke Vihar,2,1,39.52,2,3800,1040,Salunke Vihar
Sasson Road,2,2,58,2,4841.402337,1198,Sasson Road
Satara Road,3,2,95,4,7916.666667,1200,Satara Road
Senapati Bapat Road,3,2,113,3,6682.436428,1691,Senapati Bapat Road
Shaniwar Peth,3,2,36,3,3348.837209,1075,Shaniwar Peth
Shivaji Nagar,3,2,194,3,11901.84049,1630,Shivaji Nagar
Shukrawar Peth,3,2,43.5,3,3508.064516,1240,Shukrawar Peth
Sinhagad Road,2,0,58.935,2,5250.334076,1122.5,Sinhagad Road
Somwar Peth,3,2,86.58,3,5200,1665,Somwar Peth
Swargate,3,2,94,3,3776.617115,2489,Swargate
